naics_2007_us_code,wage_offer_from_9089,wage_offer_unit_of_pay_9089,country_of_citzenship,employer_state,pw_level_9089,case_status,class_of_admission
485310.0,48901.0,2.0,142,9,1,2,16
541511.0,85000.0,2.0,57,20,2,3,16
541512.0,126880.0,2.0,142,47,3,2,16
611310.0,60000.0,2.0,57,15,0,2,16
541519.0,91000.0,2.0,57,37,3,2,16
334419.0,110621.0,2.0,57,20,3,2,16
541511.0,98000.0,2.0,57,46,3,2,16
623220.0,45406.4,2.0,138,36,0,3,16
541110.0,120000.0,2.0,116,48,0,2,16
621111.0,107000.0,2.0,57,3,0,2,16
541330.0,99798.41,2.0,112,46,2,2,16
54171.0,116418.0,2.0,57,25,3,2,16
541511.0,74360.0,2.0,57,33,1,2,16
541511.0,88899.2,2.0,57,20,1,2,16
523930.0,65680.0,2.0,57,20,0,2,16
622110.0,111488.0,2.0,57,20,3,2,16
541618.0,210000.0,2.0,24,36,3,2,16
5415.0,120000.0,2.0,57,51,3,2,16
541511.0,94500.0,2.0,57,4,3,2,16
519190.0,90000.0,2.0,12,36,1,2,16
541511.0,74235.2,2.0,57,33,1,3,16
541360.0,107182.4,2.0,116,46,0,2,16
541511.0,122000.0,2.0,57,4,3,2,16
519190.0,88000.0,2.0,57,36,1,2,16
621399.0,46460.0,2.0,57,36,0,3,16
32541.0,55266.0,2.0,85,4,0,3,16
623311.0,76107.0,2.0,57,52,2,2,16
333120.0,80964.0,2.0,26,15,1,2,16
541511.0,95000.0,2.0,57,6,3,2,16
519190.0,90000.0,2.0,57,36,1,2,16
336611.0,82118.0,2.0,57,46,1,2,16
52232.0,108888.0,2.0,57,4,3,2,16
611310.0,51000.0,2.0,116,14,0,2,16
45211.0,79000.0,2.0,26,15,3,2,16
522320.0,122463.0,2.0,57,4,2,2,16
54151.0,80100.8,2.0,57,23,2,3,16
541512.0,142900.0,2.0,45,4,3,2,16
621111.0,135000.0,2.0,57,4,2,2,16
523930.0,74692.8,2.0,57,15,1,2,16
512220.0,92289.6,2.0,57,4,2,2,16
541511.0,107848.0,2.0,57,15,3,2,16
541511.0,100713.6,2.0,57,4,2,2,16
541511.0,85000.0,2.0,57,9,1,2,16
523930.0,150000.0,2.0,26,36,0,2,16
722310.0,78000.0,2.0,57,19,3,2,16
541511.0,62546.0,2.0,57,48,1,2,10
541710.0,94307.0,2.0,57,4,3,2,16
524292.0,100000.0,2.0,57,4,3,2,16
541511.0,103854.0,2.0,57,20,2,3,16
541511.0,111488.0,2.0,57,20,3,2,16
339112.0,98488.0,2.0,57,20,3,2,16
611310.0,39367.0,2.0,138,45,1,2,16
622110.0,32.18,1.0,102,0,2,2,16
33531.0,68200.0,2.0,24,36,1,2,39
541330.0,77480.0,2.0,57,46,1,2,16
541710.0,94308.0,2.0,57,4,3,2,16
541511.0,103854.0,2.0,57,20,2,3,16
611310.0,91000.0,2.0,116,23,0,2,16
333120.0,80964.0,2.0,57,15,1,2,16
541611.0,109033.6,2.0,57,9,1,2,16
523.0,125000.0,2.0,57,36,3,2,16
541420.0,88320.0,2.0,138,46,2,2,26
524113.0,108000.0,2.0,57,51,2,2,16
541511.0,62546.0,2.0,57,48,1,2,10
447110.0,25000.0,2.0,89,46,0,0,10
622110.0,40227.2,2.0,42,20,0,2,16
541511.0,103854.0,2.0,57,20,2,3,16
311615.0,87500.0,2.0,18,5,1,3,16
541511.0,105950.0,2.0,57,4,3,2,16
334413.0,110032.0,2.0,58,4,3,2,26
51114.0,75000.0,2.0,57,29,1,3,35
334210.0,115000.0,2.0,24,4,3,0,16
541710.0,70200.0,2.0,133,29,0,2,16
541219.0,95133.0,2.0,57,45,3,2,16
523110.0,170000.0,2.0,24,36,0,2,16
211111.0,105000.0,2.0,26,46,1,2,16
611110.0,49633.0,2.0,27,3,3,2,16
532230.0,195000.0,2.0,57,4,3,2,16
54151.0,85321.6,2.0,57,9,3,2,26
3391.0,87797.0,2.0,57,4,1,2,16
541511.0,102523.2,2.0,57,4,3,2,16
541512.0,98655.0,2.0,57,48,3,2,16
541519.0,125000.0,2.0,57,18,1,2,35
333120.0,80964.0,2.0,26,15,1,2,16
524126.0,85650.0,2.0,57,4,1,2,16
621111.0,158828.8,2.0,57,45,0,2,16
611310.0,57520.0,2.0,135,36,0,2,16
541110.0,72301.0,2.0,57,4,1,2,16
541511.0,91000.0,2.0,57,40,2,2,16
562111.0,110781.0,2.0,57,46,3,2,16
518112.0,110000.0,2.0,13,4,2,2,16
541710.0,84574.0,2.0,57,4,1,2,16
54151.0,80870.0,2.0,57,29,1,2,16
621498.0,106059.2,2.0,106,4,0,2,16
483111.0,92394.0,2.0,57,3,2,2,16
334112.0,129979.0,2.0,66,4,3,2,16
448120.0,131414.4,2.0,116,4,3,2,10
523110.0,110000.0,2.0,26,36,1,2,16
316219.0,81000.0,2.0,24,39,1,2,16
561422.0,88650.0,2.0,57,20,1,2,16
5313.0,75608.0,2.0,57,4,1,2,16
541511.0,59426.0,2.0,57,4,1,2,16
334220.0,80662.4,2.0,116,4,1,2,16
3342.0,106080.0,2.0,57,5,3,2,16
541511.0,73528.0,2.0,57,4,1,2,16
541511.0,67250.0,2.0,57,46,1,3,35
524126.0,72500.0,2.0,26,36,0,2,16
523110.0,135000.0,2.0,57,36,3,2,16
541511.0,91000.0,2.0,57,40,2,2,16
541511.0,68525.0,2.0,57,46,1,3,16
541511.0,68525.0,2.0,57,46,1,3,16
541511.0,80746.0,2.0,57,48,2,2,16
541511.0,67724.0,2.0,57,46,1,3,16
311920.0,101000.0,2.0,57,51,3,2,16
611110.0,44000.0,2.0,133,46,0,2,16
238290.0,64000.0,2.0,6,9,1,3,16
611710.0,58614.4,2.0,116,48,1,2,22
611310.0,100000.0,2.0,126,52,0,2,16
54151.0,73528.0,2.0,57,4,1,2,16
424410.0,55473.6,2.0,57,46,1,3,10
541330.0,84968.0,2.0,142,46,3,2,26
6113.0,53000.0,2.0,26,9,0,2,16
611310.0,53810.04,2.0,141,16,1,2,16
624410.0,57640.0,2.0,58,36,1,2,16
541511.0,125000.0,2.0,26,9,2,2,16
511210.0,74692.8,2.0,57,15,1,2,16
541511.0,90792.0,2.0,57,46,2,2,16
335211.0,75000.0,2.0,57,17,2,2,16
333111.0,129200.0,2.0,57,52,3,2,16
541511.0,74235.2,2.0,57,33,1,2,16
541511.0,83783.0,2.0,57,4,3,2,16
54151.0,125548.8,2.0,24,29,1,2,26
336311.0,84531.2,2.0,57,23,2,2,16
561520.0,70000.0,2.0,19,20,0,2,16
541511.0,118000.0,2.0,57,46,3,3,16
333120.0,80964.0,2.0,57,15,2,2,16
334413.0,101900.0,2.0,45,4,3,2,16
611310.0,500000.0,2.0,24,46,3,2,16
523910.0,63130.0,2.0,66,37,0,2,16
541512.0,120000.0,2.0,123,4,0,2,26
621320.0,100000.0,2.0,24,10,0,2,16
524298.0,108000.0,2.0,57,21,3,2,16
541511.0,140000.0,2.0,57,4,2,2,16
5112.0,170000.0,2.0,62,33,1,2,24
541511.0,75000.0,2.0,57,46,0,3,16
334512.0,99674.0,2.0,57,33,3,2,16
611310.0,56010.0,2.0,104,42,0,0,29
516110.0,105000.0,2.0,57,47,1,2,16
621610.0,86174.4,2.0,102,46,3,2,16
523999.0,122200.0,2.0,57,36,3,2,16
621498.0,106059.2,2.0,66,4,0,2,16
62111.0,400000.0,2.0,29,52,0,2,35
622110.0,150000.0,2.0,102,36,2,2,16
621111.0,130000.0,2.0,102,40,1,2,16
519190.0,90000.0,2.0,19,36,1,2,16
51121.0,132000.0,2.0,57,51,1,2,16
541720.0,80000.0,2.0,57,46,1,2,16
334413.0,82451.0,2.0,57,14,1,3,16
523999.0,120800.0,2.0,57,20,1,3,16
541511.0,120000.0,2.0,42,4,1,2,16
722310.0,107265.6,2.0,102,4,3,2,3
541512.0,114567.0,2.0,57,4,2,3,16
541512.0,85571.2,2.0,97,4,1,2,16
541512.0,117707.2,2.0,57,36,3,2,16
325412.0,76897.6,2.0,81,32,1,3,26
611310.0,95000.0,2.0,57,53,1,2,16
541512.0,83000.0,2.0,57,4,0,2,16
541211.0,122450.0,2.0,57,33,3,3,16
611310.0,90000.0,2.0,57,3,2,3,16
541511.0,73153.6,2.0,57,36,1,2,16
561510.0,160000.0,2.0,57,36,3,2,16
519190.0,90000.0,2.0,57,36,1,2,16
334413.0,104770.0,2.0,26,46,3,2,16
611310.0,163206.0,2.0,57,9,1,2,16
622110.0,240000.0,2.0,57,46,1,2,16
516110.0,128750.0,2.0,66,4,1,2,7
523110.0,140000.0,2.0,85,36,2,2,16
519190.0,90000.0,2.0,57,36,1,2,16
541511.0,116396.8,2.0,57,21,3,2,16
541940.0,100000.0,2.0,57,33,0,2,16
541511.0,83500.0,2.0,57,43,3,2,16
541519.0,76500.0,2.0,57,25,2,3,16
511210.0,108722.0,2.0,57,33,3,2,35
332999.0,52000.0,2.0,58,37,0,2,16
811212.0,7310000.0,2.0,104,7,3,0,26
622110.0,57388.0,2.0,57,37,0,2,16
423420.0,74360.0,2.0,36,4,1,2,16
454111.0,82701.0,2.0,57,51,1,2,16
541519.0,95908.8,2.0,57,4,3,2,22
541511.0,58364.8,2.0,57,4,0,2,16
541512.0,69472.0,2.0,85,10,1,2,16
238210.0,102960.0,2.0,59,4,3,2,16
5415.0,94869.0,2.0,143,46,2,3,10
541211.0,66268.8,2.0,116,4,1,2,16
611310.0,56010.0,2.0,104,42,0,0,29
541519.0,104215.0,2.0,57,4,2,2,16
541511.0,112715.2,2.0,57,4,2,2,28
52399.0,57000.0,2.0,75,36,0,2,16
33441.0,113714.0,2.0,42,46,3,2,16
54183.0,83491.0,2.0,57,36,2,2,28
1114.0,33009.6,2.0,85,48,2,3,9
33441.0,113714.0,2.0,116,46,3,2,26
541511.0,105040.0,2.0,57,4,3,2,16
32614.0,132600.0,2.0,3,46,1,2,16
523110.0,140000.0,2.0,66,36,2,2,16
541511.0,67200.0,2.0,57,46,1,2,16
621111.0,180000.0,2.0,57,9,0,2,16
522210.0,102000.0,2.0,57,36,1,2,16
621111.0,188000.0,2.0,102,45,0,2,16
541511.0,95908.0,2.0,57,4,3,3,35
334112.0,85488.0,2.0,26,4,1,2,16
541512.0,118000.0,2.0,57,4,2,2,16
541490.0,56950.4,2.0,24,36,0,2,16
518112.0,145000.0,2.0,57,4,3,2,16
334119.0,123285.0,2.0,57,4,2,2,16
334112.0,85488.0,2.0,26,4,1,2,16
541511.0,74200.0,2.0,85,51,0,2,16
541511.0,66700.0,2.0,57,48,0,2,16
541511.0,117800.0,2.0,57,33,3,2,16
334419.0,72800.0,2.0,116,33,1,2,3
541512.0,83761.0,2.0,57,48,1,3,16
3336.0,71739.0,2.0,57,16,2,2,16
621210.0,100000.0,2.0,67,10,0,2,16
212311.0,94723.0,2.0,42,10,1,2,7
325412.0,70000.0,2.0,26,15,0,3,16
333132.0,120141.0,2.0,57,46,3,2,16
611310.0,190000.0,2.0,81,53,3,2,16
541511.0,74520.0,2.0,57,33,1,2,16
541611.0,60000.0,2.0,142,9,1,2,16
721110.0,44000.0,2.0,91,29,2,2,16
423450.0,82826.0,2.0,57,37,2,3,16
541330.0,115876.8,2.0,57,4,3,2,16
541810.0,125050.0,2.0,24,20,3,2,39
722110.0,38.91,1.0,116,36,2,0,10
45211.0,79500.0,2.0,57,15,0,2,16
51121.0,117233.0,2.0,138,51,1,2,16
622110.0,123344.0,2.0,129,7,2,2,16
54133.0,72615.0,2.0,57,15,1,2,16
611310.0,76609.0,2.0,26,29,0,2,16
541512.0,101628.8,2.0,139,36,2,2,16
33111.0,79000.0,2.0,57,23,1,2,35
622110.0,227000.0,2.0,18,20,0,2,16
611310.0,55000.0,2.0,116,16,0,2,10
518112.0,135000.0,2.0,18,36,3,2,16
541330.0,114000.0,2.0,102,46,3,2,16
541519.0,94432.0,2.0,116,4,1,2,16
541690.0,92000.0,2.0,57,10,1,2,16
541330.0,31.68,1.0,57,15,1,2,16
523110.0,110324.0,2.0,57,33,3,2,16
541330.0,85000.0,2.0,57,46,0,2,16
541511.0,181521.6,2.0,57,4,3,2,16
522320.0,117707.2,2.0,136,36,3,2,16
523110.0,100000.0,2.0,138,36,0,2,16
336111.0,76690.0,2.0,116,1,1,2,7
335314.0,90000.0,2.0,24,52,3,2,16
511210.0,109200.0,2.0,138,51,3,2,16
523110.0,117708.0,2.0,102,36,3,2,26
524114.0,104000.0,2.0,57,6,3,2,16
621111.0,82233.0,2.0,129,46,1,2,16
316219.0,111450.0,2.0,24,39,2,2,16
5417.0,65062.4,2.0,66,4,1,2,16
511210.0,102773.0,2.0,57,4,3,2,16
236220.0,90771.2,2.0,57,4,2,2,16
611310.0,65000.0,2.0,24,36,0,2,16
541511.0,135000.0,2.0,85,4,3,2,16
523999.0,92000.0,2.0,105,33,1,3,16
541330.0,33.47,1.0,57,15,1,2,16
621111.0,150000.0,2.0,125,10,0,2,16
517212.0,90000.0,2.0,57,0,3,2,16
523999.0,92000.0,2.0,105,33,1,2,16
621399.0,46460.0,2.0,57,36,0,3,16
621399.0,46460.0,2.0,57,36,0,2,16
424330.0,95000.0,2.0,116,4,3,2,16
541511.0,85529.6,2.0,57,36,1,2,16
541511.0,85200.0,2.0,57,46,2,0,16
621210.0,120681.6,2.0,142,20,2,3,3
518112.0,113360.0,2.0,112,4,3,2,16
334112.0,131518.0,2.0,57,4,3,0,16
541511.0,74422.4,2.0,26,36,1,3,16
621511.0,43680.0,2.0,102,10,1,2,16
541620.0,54537.6,2.0,57,19,1,3,16
541219.0,81300.0,2.0,5,40,0,2,16
541219.0,60000.0,2.0,18,33,0,2,16
236116.0,105373.0,2.0,57,36,1,3,16
523130.0,100000.0,2.0,57,46,1,2,16
621210.0,85000.0,2.0,24,40,0,2,16
519190.0,90000.0,2.0,57,36,1,2,16
541330.0,123864.0,2.0,102,46,3,2,16
523110.0,137500.0,2.0,24,36,1,2,16
454111.0,81786.0,2.0,26,51,1,2,16
62161.0,73673.0,2.0,97,23,1,2,16
454111.0,82701.0,2.0,97,51,1,2,16
335999.0,69222.4,2.0,105,40,0,2,16
519190.0,90000.0,2.0,57,36,1,2,16
621111.0,195000.0,2.0,21,51,0,2,16
541710.0,72383.0,2.0,57,33,0,2,16
3259.0,81598.0,2.0,26,21,1,2,16
333132.0,100526.0,2.0,57,46,2,3,16
611310.0,39500.0,2.0,57,15,0,2,16
541519.0,90000.0,2.0,57,5,0,3,16
611310.0,51516.0,2.0,116,18,0,2,16
486210.0,169575.0,2.0,57,46,3,2,16
611110.0,87734.4,2.0,102,36,3,2,16
541199.0,148000.0,2.0,138,36,3,2,16
32541.0,132400.0,2.0,57,4,0,2,16
541380.0,41325.0,2.0,57,46,0,2,16
541511.0,181521.6,2.0,57,4,3,2,16
541511.0,89150.0,2.0,57,34,1,2,16
334413.0,80000.0,2.0,57,4,1,2,16
454111.0,81786.0,2.0,26,51,1,3,16
611310.0,74000.0,2.0,26,16,0,2,16
541511.0,96948.8,2.0,57,9,3,2,16
621111.0,235000.0,2.0,97,23,2,2,16
541511.0,106204.8,2.0,136,5,3,2,16
541211.0,65874.0,2.0,130,21,0,2,16
32541.0,75265.2,2.0,126,4,0,2,16
541330.0,76800.0,2.0,57,4,2,2,16
611310.0,149281.6,2.0,57,36,1,2,16
541511.0,91270.4,2.0,57,15,2,2,16
611310.0,180000.0,2.0,24,7,0,2,10
334111.0,96033.6,2.0,24,4,3,2,16
622110.0,104998.4,2.0,102,36,0,3,16
334513.0,113588.8,2.0,57,21,3,2,16
722310.0,63419.0,2.0,57,29,0,2,16
339992.0,104000.0,2.0,57,3,1,2,16
334417.0,90000.0,2.0,57,15,2,2,16
522210.0,142252.0,2.0,24,36,3,2,16
622110.0,366100.0,2.0,24,30,0,2,16
611110.0,46202.0,2.0,57,3,3,2,16
541511.0,101628.8,2.0,57,33,2,2,16
541511.0,76003.2,2.0,57,33,1,3,16
541511.0,87800.0,2.0,57,6,1,2,16
561510.0,87500.0,2.0,133,36,3,2,7
333132.0,81931.0,2.0,57,46,1,2,16
611310.0,94750.0,2.0,59,4,0,3,10
326113.0,83512.0,2.0,6,1,1,2,16
3342.0,88691.0,2.0,57,5,3,2,16
334220.0,94307.0,2.0,57,4,3,2,16
611310.0,238333.0,2.0,90,4,0,2,16
541211.0,130000.0,2.0,57,33,3,2,16
5415.0,118000.0,2.0,138,35,3,2,16
541511.0,90000.0,2.0,24,4,0,2,16
32541.0,91000.0,2.0,57,40,2,2,16
611310.0,140500.0,2.0,6,20,0,2,16
3342.0,106080.0,2.0,57,5,3,2,16
522110.0,91550.0,2.0,19,20,3,2,16
5415.0,109117.0,2.0,57,51,3,2,16
51121.0,100756.0,2.0,24,51,3,2,16
3342.0,106080.0,2.0,57,5,3,2,16
611691.0,45573.0,2.0,116,11,1,2,16
541211.0,182271.0,2.0,57,33,3,2,16
523999.0,83616.0,2.0,57,36,1,2,16
541511.0,54000.0,2.0,136,9,0,2,16
541512.0,71510.4,2.0,57,37,1,2,16
524114.0,98654.4,2.0,57,6,3,2,16
333512.0,160000.0,2.0,57,23,1,2,16
541330.0,62587.0,2.0,57,51,0,2,16
541512.0,103105.6,2.0,57,20,3,2,16
541511.0,97406.0,2.0,57,37,3,2,16
21222.0,86750.4,2.0,24,3,1,3,16
541511.0,140000.0,2.0,57,36,1,2,16
541511.0,86923.2,2.0,57,29,2,2,16
541512.0,100000.0,2.0,57,40,1,2,16
51121.0,119378.0,2.0,97,51,2,2,16
722310.0,63378.0,2.0,138,29,0,2,7
523110.0,130000.0,2.0,57,6,2,2,16
811310.0,109782.4,2.0,25,9,1,2,2
541511.0,95800.0,2.0,57,46,2,2,16
3336.0,73900.0,2.0,57,16,2,2,16
541211.0,84531.0,2.0,103,46,3,2,16
541690.0,11175840.0,2.0,57,52,1,3,16
541910.0,121000.0,2.0,57,4,3,2,16
541511.0,99590.4,2.0,57,29,3,2,16
611310.0,65000.0,2.0,143,34,0,2,16
334119.0,113400.0,2.0,57,4,3,2,16
611310.0,53004.0,2.0,26,18,0,2,16
51121.0,113000.0,2.0,57,4,1,2,16
621491.0,75000.0,2.0,57,4,0,2,16
6212.0,74000.0,2.0,18,20,1,2,16
423430.0,80870.4,2.0,57,4,0,2,16
336111.0,73965.0,2.0,57,23,1,3,16
454112.0,108489.0,2.0,57,4,2,2,16
541511.0,74235.2,2.0,57,33,1,3,16
611110.0,40090.0,2.0,57,19,0,3,16
541330.0,77188.0,2.0,57,23,0,2,16
541613.0,80000.0,2.0,24,51,0,2,16
611691.0,45115.0,2.0,116,21,1,2,28
541710.0,35000.0,2.0,57,15,0,2,27
213112.0,111000.0,2.0,57,46,3,2,16
335221.0,150000.0,2.0,116,18,2,2,16
3344.0,110032.0,2.0,57,4,3,2,16
51121.0,71312.5,2.0,57,4,0,2,22
541511.0,160285.0,2.0,57,4,3,2,16
236115.0,105040.0,2.0,57,4,3,2,16
541219.0,99736.0,2.0,102,4,3,2,16
621111.0,215000.0,2.0,24,15,0,2,16
621111.0,215000.0,2.0,57,15,0,2,24
621111.0,129500.0,2.0,7,3,0,2,16
541940.0,99382.4,2.0,24,4,2,2,39
621111.0,215000.0,2.0,89,15,0,2,16
541511.0,74235.2,2.0,57,33,1,3,16
424420.0,107000.0,2.0,57,9,3,2,16
335110.0,119392.0,2.0,57,20,3,2,26
326299.0,116200.0,2.0,57,40,3,2,16
54149.0,60000.0,2.0,126,4,0,2,16
334513.0,110000.0,2.0,57,10,3,2,35
541512.0,81307.2,2.0,57,23,2,2,16
621111.0,155147.2,2.0,57,46,0,2,16
541710.0,75000.0,2.0,54,20,0,2,16
334210.0,105000.22,2.0,57,15,2,3,16
334210.0,105000.22,2.0,57,15,2,2,16
334210.0,110000.02,2.0,26,15,2,3,16
524298.0,96000.0,2.0,57,33,3,2,16
541511.0,91312.0,2.0,57,33,2,2,16
541511.0,74235.2,2.0,57,33,1,3,16
522110.0,105934.0,2.0,57,4,3,2,35
541690.0,97053.0,2.0,57,21,2,2,16
523110.0,117708.0,2.0,57,36,3,2,16
334310.0,104000.0,2.0,57,20,3,2,16
541330.0,67059.2,2.0,85,3,3,2,16
334290.0,90000.0,2.0,57,6,2,2,16
523120.0,114000.0,2.0,26,36,2,2,16
611110.0,57140.0,2.0,65,7,1,2,16
561450.0,95000.0,2.0,57,15,1,2,16
541512.0,135000.0,2.0,57,4,2,2,16
541511.0,65000.0,2.0,116,4,1,2,16
541511.0,52.5,1.0,24,40,3,2,16
488510.0,109033.6,2.0,85,9,1,2,39
6113.0,72000.0,2.0,116,18,0,2,16
622110.0,152379.0,2.0,57,40,1,2,16
541511.0,79289.6,2.0,57,21,1,3,16
51121.0,110220.0,2.0,26,51,1,2,16
622110.0,400000.0,2.0,57,10,2,2,16
541513.0,76500.0,2.0,57,20,1,2,16
611310.0,155000.0,2.0,57,37,0,2,16
541512.0,125000.0,2.0,57,4,0,2,16
3336.0,81200.0,2.0,57,16,2,2,16
541511.0,91800.0,2.0,57,4,3,2,16
922140.0,85000.0,2.0,24,4,0,2,16
541511.0,142876.0,2.0,57,4,3,2,16
51211.0,106135.0,2.0,63,4,1,2,16
522210.0,115000.0,2.0,57,36,3,2,16
211.0,142875.0,2.0,138,46,3,2,16
523930.0,113859.2,2.0,24,20,2,2,16
611310.0,107100.0,2.0,18,20,0,2,16
623220.0,65125.0,2.0,126,4,2,3,16
541511.0,87922.0,2.0,57,4,3,2,16
541511.0,142876.0,2.0,57,20,3,2,16
333319.0,89852.0,2.0,57,17,2,2,16
54151.0,95000.0,2.0,57,4,0,2,16
51121.0,103859.0,2.0,57,51,1,2,16
541512.0,120000.0,2.0,57,4,1,2,16
541511.0,70366.4,2.0,136,4,1,2,16
611310.0,55000.0,2.0,11,15,0,2,16
518111.0,107099.2,2.0,57,4,2,2,16
541910.0,108000.0,2.0,57,20,3,2,16
541511.0,120806.0,2.0,26,4,3,2,16
323110.0,315000.0,2.0,24,15,2,3,16
523920.0,122116.8,2.0,26,6,3,2,16
541618.0,105000.0,2.0,57,21,3,2,16
51121.0,152444.0,2.0,24,51,3,2,16
541519.0,68411.0,2.0,57,4,1,0,16
541511.0,92019.2,2.0,24,4,1,2,16
334111.0,104215.0,2.0,57,4,2,2,16
339112.0,270000.0,2.0,138,23,3,0,16
518210.0,106641.6,2.0,57,46,3,3,16
334413.0,96138.0,2.0,57,4,2,2,16
334413.0,112716.0,2.0,57,4,2,2,16
51121.0,79999.61,2.0,57,4,0,2,16
52311.0,200000.0,2.0,112,6,2,3,16
334413.0,131020.0,2.0,57,4,3,3,16
334413.0,131020.0,2.0,57,4,3,2,16
923110.0,122200.0,2.0,26,4,3,2,16
541110.0,185000.0,2.0,91,4,2,2,16
541511.0,117800.0,2.0,57,33,3,2,16
926110.0,86923.2,2.0,57,21,0,2,16
523110.0,325000.0,2.0,24,36,3,2,16
52399.0,66000.0,2.0,57,46,0,2,16
622110.0,133193.0,2.0,57,36,2,2,16
333132.0,59092.8,2.0,57,46,0,2,16
541211.0,105000.0,2.0,57,33,3,2,16
454111.0,85500.0,2.0,97,51,1,0,16
541511.0,84000.0,2.0,57,46,2,2,16
541511.0,67724.0,2.0,57,46,1,3,10
621111.0,270830.0,2.0,102,51,0,2,16
541511.0,85488.0,2.0,57,9,3,2,16
481111.0,94999.0,2.0,57,46,3,2,16
3336.0,73900.0,2.0,57,16,2,2,16
611310.0,142500.0,2.0,24,7,0,2,10
334413.0,115000.0,2.0,63,4,2,2,16
541511.0,109116.8,2.0,57,51,3,2,16
23812.0,104187.0,2.0,61,36,3,2,16
333415.0,73500.0,2.0,57,46,0,2,16
311615.0,8.4,1.0,26,29,0,3,28
621111.0,180000.0,2.0,24,9,0,2,16
211111.0,135285.0,2.0,57,46,2,2,16
622110.0,180000.0,2.0,138,3,0,2,16
48833.0,90188.8,2.0,66,4,3,2,26
334220.0,97677.0,2.0,57,20,2,2,16
541330.0,114500.0,2.0,81,46,1,2,16
311615.0,8.4,1.0,26,29,0,3,28
621340.0,38.94,1.0,102,33,2,2,16
334419.0,101500.0,2.0,57,4,1,2,16
541512.0,156353.6,2.0,57,29,3,2,16
325412.0,86673.6,2.0,138,32,2,2,16
331210.0,64459.29,2.0,57,2,0,2,16
621210.0,171000.0,2.0,67,15,1,2,16
6113.0,75000.0,2.0,36,7,0,0,16
488510.0,49025.6,2.0,27,9,1,2,16
541511.0,74300.0,2.0,57,33,1,3,16
51121.0,112744.0,2.0,26,51,1,2,16
541511.0,74006.4,2.0,57,48,1,2,16
541330.0,68200.0,2.0,89,52,0,2,16
541512.0,87131.0,2.0,57,20,1,2,16
331316.0,150000.0,2.0,24,10,2,2,16
541511.0,80000.0,2.0,57,4,1,2,16
541512.0,87131.0,2.0,57,20,1,2,16
541519.0,133536.0,2.0,57,36,1,2,16
334611.0,107889.6,2.0,57,32,3,3,16
541511.0,88442.0,2.0,57,4,2,2,16
445210.0,34070.0,2.0,85,4,3,3,9
334417.0,68000.0,2.0,57,15,0,2,16
611310.0,38950.0,2.0,26,31,0,2,35
541519.0,117000.0,2.0,57,36,2,2,16
541511.0,87800.0,2.0,57,6,2,2,35
334119.0,110845.0,2.0,57,4,3,2,16
541511.0,77555.0,2.0,57,15,1,2,16
551114.0,80000.0,2.0,57,9,2,2,16
541512.0,92000.0,2.0,89,33,2,2,10
333132.0,100526.0,2.0,57,46,2,2,16
334119.0,131020.0,2.0,24,4,3,2,16
333120.0,92268.0,2.0,116,15,1,2,16
541511.0,53000.0,2.0,57,46,1,2,16
541519.0,85000.0,2.0,57,48,3,2,16
518112.0,79123.0,2.0,81,4,0,2,26
541330.0,117000.0,2.0,18,46,3,2,11
541512.0,117708.0,2.0,57,36,3,2,16
541511.0,70000.0,2.0,57,46,1,2,16
541511.0,108368.0,2.0,57,33,3,2,16
541511.0,101150.4,2.0,57,33,3,2,35
541511.0,101150.4,2.0,57,33,3,0,16
511210.0,96329.0,2.0,57,4,3,2,16
511110.0,93787.0,2.0,86,48,3,2,16
518210.0,98883.2,2.0,57,10,3,2,16
524298.0,96000.0,2.0,24,20,2,2,16
541519.0,113445.0,2.0,57,4,3,2,16
23622.0,78000.0,2.0,24,4,1,0,39
551112.0,95846.0,2.0,126,36,0,2,16
454111.0,112258.0,2.0,24,51,1,2,16
5313.0,75000.0,2.0,57,9,1,2,16
33994.0,79310.0,2.0,57,4,1,2,16
621111.0,98945.6,2.0,27,20,1,2,16
541330.0,76398.0,2.0,57,20,1,2,16
5313.0,80000.0,2.0,57,9,1,2,16
611310.0,112000.0,2.0,24,10,1,2,16
481111.0,65673.0,2.0,138,46,0,2,26
561450.0,87484.0,2.0,57,15,1,3,16
611310.0,80000.0,2.0,24,40,1,2,16
339112.0,85680.0,2.0,57,16,3,2,16
541511.0,75088.0,2.0,57,51,1,2,16
335110.0,106454.4,2.0,26,20,2,2,16
611310.0,94000.0,2.0,26,7,0,2,16
611310.0,154500.0,2.0,24,9,1,2,16
611310.0,80000.0,2.0,133,52,0,2,16
5313.0,90896.0,2.0,97,9,3,2,16
531120.0,94993.6,2.0,133,15,1,2,16
541211.0,99736.0,2.0,58,36,3,2,16
541519.0,90459.2,2.0,57,33,2,3,16
812332.0,136656.0,2.0,105,9,3,2,16
541612.0,90792.0,2.0,97,48,2,2,16
541511.0,126072.0,2.0,88,4,3,2,35
9231.0,120578.0,2.0,24,4,3,2,16
541512.0,62857.6,2.0,57,18,1,2,16
622110.0,175000.0,2.0,57,20,0,3,16
541511.0,99000.0,2.0,57,10,3,2,16
54151.0,130000.0,2.0,57,4,3,2,16
541512.0,113400.0,2.0,142,4,3,2,16
541511.0,89150.0,2.0,57,34,1,2,16
541511.0,75858.0,2.0,57,4,3,3,16
611310.0,47500.0,2.0,26,14,0,2,17
